NOM_COMPLET;Nom commercial;DOSAGE;FORME;PRESENTATION;DCI;FABRIQUANT;PPV;PH;PFHT;UNITES_PAR_BOITE
KEPPRA 250 MG BOITE DE 60 COMPRIME PELLICULE;KEPPRA;250 MG;COMPRIME PELLICULE;BOITE DE 60;LEVETIRACETAM;GSK;294,00;195,50;186,18;60
KEPPRA 500 MG BOITE DE 60 COMPRIME PELLICULE;KEPPRA;500 MG;COMPRIME PELLICULE;BOITE DE 60;LEVETIRACETAM;GSK;524,00;348,00;332,00;60
LAMICTAL 100 MG BOITE DE 30 COMPRIME DISPERSIBLE;LAMICTAL;100 MG;COMPRIME DISPERSIBLE;BOITE DE 30;LAMOTRIGINE;GSK;224,00;140,20;133,50;30
LAMICTAL 25 MG BOITE DE 30 COMPRIME DISPERSIBLE;LAMICTAL;25 MG;COMPRIME DISPERSIBLE;BOITE DE 30;LAMOTRIGINE;GSK;73,00;45,60;43,45;30
LAMICTAL 5 MG BOITE DE 30 COMPRIME DISPERSIBLE;LAMICTAL;5 MG;COMPRIME DISPERSIBLE;BOITE DE 30;LAMOTRIGINE;GSK;31,30;19,60;18,66;30
MALANIL 250 MG / 100 MG BOITE DE 12 COMPRIME PELLICULE;MALANIL;250 MG / 100 MG;COMPRIME PELLICULE;BOITE DE 12;ATOVAQUONE // PROGUANIL (CHLORHYDRATE);GSK;394,00;262,00;249,64;12
MALANIL 62,5 MG / 25 MG BOITE DE 12 COMPRIME PELLICULE;MALANIL;62,5 MG / 25 MG;COMPRIME PELLICULE;BOITE DE 12;ATOVAQUONE // PROGUANIL (CHLORHYDRATE);GSK;126,80;79,30;75,50;12
MENCEVAX AC 0 BOITE DE 1 FLACON MONODOSE POUDRE LYOPHILISEE;MENCEVAX AC;0;POUDRE LYOPHILISEE;BOITE DE 1 FLACON MONODOSE;VACCIN CONTRE MENINGITE BACTERIENNE CAUSEE PAR LE MENINGOCOQUES DES GROUPES A ET C;GSK;180,00;112,10;100,13;1
MENCEVAX ACWY 0 BOITE DE 1 FLACON MONODOSE POUDRE LYOPHILISEE;MENCEVAX ACWY;0;POUDRE LYOPHILISEE;BOITE DE 1 FLACON MONODOSE;VACCIN CONTRE MENINGITE BACTERIENNE CAUSEE PAR DES MENINGOCOQUES DES GROUPES A, C,W135 ET Y;PFIZER;164,80;103,00;98,13;1
MIVACRON 10 MG / 5 ML BOITE DE 10 AMPOULES SOLUTION INJECTABLE;MIVACRON;10 MG / 5 ML;SOLUTION INJECTABLE;BOITE DE 10 AMPOULES;MIVACURIUM (CHLORURE);ZENITH PHARMA;342,00;227,00;216,84;10
MIVACRON 10 MG / 5 ML BOITE DE 5 AMPOULES SOLUTION INJECTABLE;MIVACRON;10 MG / 5 ML;SOLUTION INJECTABLE;BOITE DE 5 AMPOULES;MIVACURIUM (CHLORURE);ZENITH PHARMA;214,00;133,90;127,56;5
MIVACRON 20 MG / 10 ML BOITE DE 10 AMPOULES SOLUTION INJECTABLE;MIVACRON;20 MG / 10 ML;SOLUTION INJECTABLE;BOITE DE 10 AMPOULES;MIVACURIUM (CHLORURE);ZENITH PHARMA;582,00;387,00;368,60;10
MIVACRON 20 MG / 10 ML BOITE DE 5 AMPOULES SOLUTION INJECTABLE;MIVACRON;20 MG / 10 ML;SOLUTION INJECTABLE;BOITE DE 5 AMPOULES;MIVACURIUM (CHLORURE);ZENITH PHARMA;342,00;227,00;216,84;5
NIMBEX 2 MG / ML BOITE DE 5 AMPOULES DE 2,5 ML SOLUTION INJECTABLE;NIMBEX;2 MG / ML;SOLUTION INJECTABLE;BOITE DE 5 AMPOULES DE 2,5 ML;CISATRACURIUM (BESILATE);ZENITH PHARMA;204,00;127,60;121,58;5
NIMBEX 2 MG / ML BOITE DE 5 AMPOULES DE 5 ML SOLUTION INJECTABLE;NIMBEX;2 MG / ML;SOLUTION INJECTABLE;BOITE DE 5 AMPOULES DE 5 ML;CISATRACURIUM (BESILATE);ZENITH PHARMA;326,00;216,00;206,47;5
OXISTAT 0,01 TUBE DE 30 G CREME;OXISTAT;0,01;CREME;TUBE DE 30 G;OXICONAZOLE (NITRATE);GSK;28,60;17,90;17,02;1
OXISTAT 0,01 FLACON DE 30 ML LOTION;OXISTAT;0,01;LOTION;FLACON DE 30 ML;OXICONAZOLE (NITRATE);GSK;33,40;20,80;19,86;1
OXISTAT 0,01 TUBE DE 15 G CREME;OXISTAT;0,01;CREME;TUBE DE 15 G;OXICONAZOLE (NITRATE);GSK;17,60;11,00;10,51;1
PANADOL 125 MG BOITE DE 10 SUPPOSITOIRE;PANADOL;125 MG;SUPPOSITOIRE;BOITE DE 10;PARACETAMOL;GSK;10,00;6,30;5,59;10
PANADOL 250 MG BOITE DE 10 SUPPOSITOIRE;PANADOL;250 MG;SUPPOSITOIRE;BOITE DE 10;PARACETAMOL;GSK;10,60;6,60;5,92;10
PANADOL 500 MG BOITE DE 20 COMPRIME PELLICULE;PANADOL;500 MG;COMPRIME PELLICULE;BOITE DE 20;PARACETAMOL;GSK;13,50;8,50;8,07;20
PANADOL 500 MG BOITE DE 10 SUPPOSITOIRE;PANADOL;500 MG;SUPPOSITOIRE;BOITE DE 10;PARACETAMOL;GSK;10,80;6,80;6,04;10
PANADOL EXTRA 500 MG / 65 MG BOITE DE 20 COMPRIME PELLICULE;PANADOL EXTRA;500 MG / 65 MG;COMPRIME PELLICULE;BOITE DE 20;PARACETAMOL // CAFEINE;GSK;18,70;11,70;11,13;20
PAXIL CR 12,5 MG BOITE DE 10 COMPRIME PELLICULE;PAXIL CR;12,5 MG;COMPRIME PELLICULE;BOITE DE 10;PAROXETINE (CHLORHYDRATE);GSK;80,00;49,80;44,50;10
PAXIL CR 12,5 MG BOITE DE 30 COMPRIME PELLICULE;PAXIL CR;12,5 MG;COMPRIME PELLICULE;BOITE DE 30;PAROXETINE (CHLORHYDRATE);GSK;225,00;140,80;134,07;30
PAXIL CR 25 MG BOITE DE 10 COMPRIME PELLICULE;PAXIL CR;25 MG;COMPRIME PELLICULE;BOITE DE 10;PAROXETINE (CHLORHYDRATE);GSK;107,00;66,70;59,52;10
PAXIL CR 25 MG BOITE DE 30 COMPRIME PELLICULE;PAXIL CR;25 MG;COMPRIME PELLICULE;BOITE DE 30;PAROXETINE (CHLORHYDRATE);GSK;297,00;197,80;188,41;30
PENAMOX 1 G / ML BOITE DE 1 INJECTABLE;PENAMOX;1 G / ML;INJECTABLE;BOITE DE 1;AMOXICILLINE;GSK;14,10;8,80;8,42;1
PENAMOX 1 G BOITE DE 12 COMPRIME DISPERSIBLE;PENAMOX;1 G;COMPRIME DISPERSIBLE;BOITE DE 12;AMOXICILLINE;GSK;55,00;34,30;30,59;12
PENAMOX 1 G BOITE DE 24 COMPRIME DISPERSIBLE;PENAMOX;1 G;COMPRIME DISPERSIBLE;BOITE DE 24;AMOXICILLINE;GSK;90,40;56,50;53,83;24
PENAMOX 125 MG FLACON DE 100 ML POUDRE POUR SUSPENSION BUVABLE;PENAMOX;125 MG;POUDRE POUR SUSPENSION BUVABLE;FLACON DE 100 ML;AMOXICILLINE;GSK;23,70;14,80;14,14;1
PENAMOX 125 MG FLACON DE 60 ML POUDRE POUR SUSPENSION BUVABLE;PENAMOX;125 MG;POUDRE POUR SUSPENSION BUVABLE;FLACON DE 60 ML;AMOXICILLINE;GSK;14,30;8,90;8,53;1
PENAMOX 250 MG BOITE DE 12 COMPRIME DISPERSIBLE;PENAMOX;250 MG;COMPRIME DISPERSIBLE;BOITE DE 12;AMOXICILLINE;GSK;33,80;21,10;20,14;12
PENAMOX 250 MG BOITE DE 24 COMPRIME DISPERSIBLE;PENAMOX;250 MG;COMPRIME DISPERSIBLE;BOITE DE 24;AMOXICILLINE;GSK;58,60;36,50;32,63;24
PENAMOX 250 MG FLACON DE 100 ML POUDRE POUR SUSPENSION BUVABLE;PENAMOX;250 MG;POUDRE POUR SUSPENSION BUVABLE;FLACON DE 100 ML;AMOXICILLINE;GSK;42,00;26,30;25,03;1
PENAMOX 250 MG FLACON DE 60 ML POUDRE POUR SUSPENSION BUVABLE;PENAMOX;250 MG;POUDRE POUR SUSPENSION BUVABLE;FLACON DE 60 ML;AMOXICILLINE;GSK;28,90;18,00;16,10;1
PENAMOX 500 MG / ML BOITE DE 1 INJECTABLE;PENAMOX;500 MG / ML;INJECTABLE;BOITE DE 1;AMOXICILLINE;GSK;10,70;6,70;6,39;1
PENAMOX 500 MG BOITE DE 12 COMPRIME DISPERSIBLE;PENAMOX;500 MG;COMPRIME DISPERSIBLE;BOITE DE 12;AMOXICILLINE;GSK;32,30;20,20;19,24;12
PENAMOX 500 MG BOITE DE 24 COMPRIME DISPERSIBLE;PENAMOX;500 MG;COMPRIME DISPERSIBLE;BOITE DE 24;AMOXICILLINE;GSK;61,20;38,20;36,41;24
PENAMOX 500 MG BOITE DE 12 GELULE;PENAMOX;500 MG;GELULE;BOITE DE 12;AMOXICILLINE;GSK;34,60;21,50;19,24;12
PENAMOX 500 MG BOITE DE 24 GELULE;PENAMOX;500 MG;GELULE;BOITE DE 24;AMOXICILLINE;GSK;61,20;38,20;36,41;24
PENAMOX 500 MG FLACON DE 100 ML POUDRE POUR SUSPENSION BUVABLE;PENAMOX;500 MG;POUDRE POUR SUSPENSION BUVABLE;FLACON DE 100 ML;AMOXICILLINE;GSK;60,70;38,00;36,16;1
PENAMOX 500 MG FLACON DE 60 ML POUDRE POUR SUSPENSION BUVABLE;PENAMOX;500 MG;POUDRE POUR SUSPENSION BUVABLE;FLACON DE 60 ML;AMOXICILLINE;GSK;36,40;22,70;21,67;1
PRIORIX 0 FLACON DE VACCIN LYOPHILISE + DILUENT EN BOITE DE 1 SERINGUE PREREMPLIE POUDRE LYOPHILISEE + SOLVANT;PRIORIX;0;POUDRE LYOPHILISEE + SOLVANT;FLACON DE VACCIN LYOPHILISE + DILUENT EN BOITE DE 1 SERINGUE PREREMPLIE;VACCIN CONTRE ROUGEOLE, OREILLONS ET RUBEOLE;GSK;139,20;87,00;82,89;1
PRIORIX-TETRA 0 POUDRE EN FLACON ET SOLVANT EN SERINGUE PREREMPLIE. BOITE DE 1 POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;PRIORIX-TETRA;0;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;POUDRE EN FLACON ET SOLVANT EN SERINGUE PREREMPLIE. BOITE DE 1;VACCIN CONTRE ROUGEOLE, OREILLONS, RUBEOLE ET VARICELLE;GSK;353,00;234,00;223,74;1
PRIORIX-TETRA 0 POUDRE EN FLACON ET SOLVANT EN SERINGUE PREREMPLIE. BOITE DE 10 POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;PRIORIX-TETRA;0;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;POUDRE EN FLACON ET SOLVANT EN SERINGUE PREREMPLIE. BOITE DE 10;VACCIN CONTRE ROUGEOLE, OREILLONS, RUBEOLE ET VARICELLE;GSK;1 645,00;1 384,00;1 318,88;1
PRIORIX-TETRA 0 POUDRE EN FLACON ET SOLVANT EN AMPOULE. BOITE DE 1 POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;PRIORIX-TETRA;0;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;POUDRE EN FLACON ET SOLVANT EN AMPOULE. BOITE DE 1;VACCIN CONTRE ROUGEOLE, OREILLONS, RUBEOLE ET VARICELLE;GSK;378,00;250,00;223,74;1
PRIORIX-TETRA 0 POUDRE EN FLACON ET SOLVANT EN AMPOULE. BOITE DE 10 POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;PRIORIX-TETRA;0;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;POUDRE EN FLACON ET SOLVANT EN AMPOULE. BOITE DE 10;VACCIN CONTRE ROUGEOLE, OREILLONS, RUBEOLE ET VARICELLE;GSK;1 645,00;1 384,00;1 318,88;1
RELENZA 5 MG / DOSE BOITE DE 20 RECIPIENTS POUDRE POUR INHALATION;RELENZA;5 MG / DOSE;POUDRE POUR INHALATION;BOITE DE 20 RECIPIENTS;ZANAMIVIR;GSK;213,00;133,20;126,84;20
REQUIP 0,25 MG BOITE DE 21 COMPRIME PELLICULE;REQUIP;0,25 MG;COMPRIME PELLICULE;BOITE DE 21;ROPINIROLE (CHLORHYDRATE);GSK;31,20;19,50;18,57;21
REQUIP 0,5 MG BOITE DE 21 COMPRIME PELLICULE;REQUIP;0,5 MG;COMPRIME PELLICULE;BOITE DE 21;ROPINIROLE (CHLORHYDRATE);GSK;37,00;23,10;22,05;21
REQUIP 1 MG BOITE DE 21 COMPRIME PELLICULE;REQUIP;1 MG;COMPRIME PELLICULE;BOITE DE 21;ROPINIROLE (CHLORHYDRATE);GSK;83,80;52,40;49,91;21
REQUIP 2 MG BOITE DE 21 COMPRIME PELLICULE;REQUIP;2 MG;COMPRIME PELLICULE;BOITE DE 21;ROPINIROLE (CHLORHYDRATE);GSK;156,10;97,60;92,93;21
REQUIP 5 MG BOITE DE 21 COMPRIME PELLICULE;REQUIP;5 MG;COMPRIME PELLICULE;BOITE DE 21;ROPINIROLE (CHLORHYDRATE);GSK;311,00;207,00;197,33;21
RETROVIR 100 MG / 10 ML FLACON DE 200 ML SOLUTION BUVABLE;RETROVIR;100 MG / 10 ML;SOLUTION BUVABLE;FLACON DE 200 ML;ZIDOVUDINE;GSK;302,00;201,00;191,59;1
RETROVIR 100 MG BOITE DE 100 GELULE;RETROVIR;100 MG;GELULE;BOITE DE 100;ZIDOVUDINE;GSK;556,00;370,00;352,38;100
REVOLADE 25 MG BOITE DE 14 COMPRIME PELLICULE;REVOLADE;25 MG;COMPRIME PELLICULE;BOITE DE 14;ELTROMBOPAQ OLAMINE;GSK;2 788,00;2 422,00;2 162,61;14
REVOLADE 50 MG BOITE DE 14 COMPRIME PELLICULE;REVOLADE;50 MG;COMPRIME PELLICULE;BOITE DE 14;ELTROMBOPAQ OLAMINE;GSK;5 149,00;4 845,00;4 326,39;14
ROTARIX 0 1 DOSE DE POUDRE EN FLACON + 1 ML DE SOLVANT EN APPLICATEUR POUR ADMINISTRATION ORALE POUDRE ET SOLVANT POUR SUSPENSION BUVABLE;ROTARIX;0;POUDRE ET SOLVANT POUR SUSPENSION BUVABLE;1 DOSE DE POUDRE EN FLACON + 1 ML DE SOLVANT EN APPLICATEUR POUR ADMINISTRATION ORALE;VACCIN : ROTAVIRUS HUMAIN (SOUCHE RIX4414) (VIVANT, ATTENUE);GSK;252,00;157,70;150,20;1
ROTARIX 0 1 APPLICATEUR DE 1,5 ML SUSPENSION BUVABLE EN APPLICATEUR PRE-REMPLI;ROTARIX;0;SUSPENSION BUVABLE EN APPLICATEUR PRE-REMPLI;1 APPLICATEUR DE 1,5 ML;VACCIN : ROTAVIRUS HUMAIN (SOUCHE RIX4414) (VIVANT, ATTENUE);GSK;252,00;157,70;150,20;1
ROTARIX 0 10 APPLICATEURS DE 1,5 ML SUSPENSION BUVABLE EN APPLICATEUR PRE-REMPLI;ROTARIX;0;SUSPENSION BUVABLE EN APPLICATEUR PRE-REMPLI;10 APPLICATEURS DE 1,5 ML;VACCIN : ROTAVIRUS HUMAIN (SOUCHE RIX4414) (VIVANT, ATTENUE);GSK;1 597,00;1 335,00;1 271,78;1
ROTARIX 0 5 APPLICATEURS DE 1,5 ML SUSPENSION BUVABLE EN APPLICATEUR PRE-REMPLI;ROTARIX;0;SUSPENSION BUVABLE EN APPLICATEUR PRE-REMPLI;5 APPLICATEURS DE 1,5 ML;VACCIN : ROTAVIRUS HUMAIN (SOUCHE RIX4414) (VIVANT, ATTENUE);GSK;948,00;667,00;635,89;1
ROTARIX 0 10 TUBES DE 1,5 ML SUSPENSION BUVABLE EN TUBE SOUPLE;ROTARIX;0;SUSPENSION BUVABLE EN TUBE SOUPLE;10 TUBES DE 1,5 ML;VACCIN : ROTAVIRUS HUMAIN (SOUCHE RIX4414) (VIVANT, ATTENUE);GSK;1 597,00;1 335,00;1 271,78;1
ROTARIX 0 TUBE DE 1,5 ML SUSPENSION BUVABLE EN TUBE SOUPLE;ROTARIX;0;SUSPENSION BUVABLE EN TUBE SOUPLE;TUBE DE 1,5 ML;VACCIN : ROTAVIRUS HUMAIN (SOUCHE RIX4414) (VIVANT, ATTENUE);GSK;252,00;157,70;150,20;1
SALBUMOL 0,5 MG / ML BOITE DE 6 AMPOULES SOLUTION INJECTABLE;SALBUMOL;0,5 MG / ML;SOLUTION INJECTABLE;BOITE DE 6 AMPOULES;SALBUTAMOL SULFATE;GSK;25,60;16,00;15,26;6
SERETIDE 125 ΜG / 25 ΜG PAR DOSE FLACON DE 120 DOSES SUSPENSION POUR INHALATION;SERETIDE;125 µG / 25 µG PAR DOSE;SUSPENSION POUR INHALATION;FLACON DE 120 DOSES;FLUTICASONE (PROPIONATE) // SALMETEROL;GSK;175,00;109,40;104,17;1
SERETIDE 250 ΜG / 25 ΜG FLACON DE 120 DOSES SUSPENSION POUR INHALATION;SERETIDE;250 µg / 25 µg;SUSPENSION POUR INHALATION;FLACON DE 120 DOSES;FLUTICASONE (PROPIONATE) // SALMETEROL;GSK;218,00;136,20;129,76;1
SERETIDE 50 ΜG / 25 ΜG FLACON DE 120 DOSES SUSPENSION POUR INHALATION;SERETIDE;50 µG / 25 µG;SUSPENSION POUR INHALATION;FLACON DE 120 DOSES;FLUTICASONE (PROPIONATE) // SALMETEROL;GSK;140,00;87,50;83,33;1
SERETIDE DISKUS 100 ΜG / 50 ΜG PAR DOSE BOITE DE 60 RECIPIENTS UNIDOSES POUDRE POUR INHALATION EN RECIPIENT UNIDOSE;SERETIDE DISKUS;100 µG / 50 µG PAR DOSE;POUDRE POUR INHALATION EN RECIPIENT UNIDOSE;BOITE DE 60 RECIPIENTS UNIDOSES;FLUTICASONE (PROPIONATE) // SALMETEROL;GSK;199,00;124,40;118,45;60
SERETIDE DISKUS 250 ΜG / 50 ΜG PAR DOSE FLACON DE 60 DOSES POUDRE POUR INHALATION EN RECIPIENT UNIDOSE;SERETIDE DISKUS;250 µG / 50 µG PAR DOSE;POUDRE POUR INHALATION EN RECIPIENT UNIDOSE;FLACON DE 60 DOSES;FLUTICASONE (PROPIONATE);GSK;248,00;155,00;147,62;1
SERETIDE DISKUS 500 ΜG / 50 ΜG PAR DOSE BOITE DE 60 RECIPIENTS UNIDOSES POUDRE POUR INHALATION EN RECIPIENT UNIDOSE;SERETIDE DISKUS;500 µG / 50 µG PAR DOSE;POUDRE POUR INHALATION EN RECIPIENT UNIDOSE;BOITE DE 60 RECIPIENTS UNIDOSES;FLUTICASONE (PROPIONATE) // SALMETEROL;GSK;338,00;224,00;214,20;60
STAPHYPEN 1 G BOITE DE 1 INJECTABLE;STAPHYPEN;1 G;INJECTABLE;BOITE DE 1;FLUCLOXACILLINE;GSK;21,40;13,40;12,77;1
STAPHYPEN 125 MG / 5 ML FLACON DE 100 ML POUDRE POUR SUSPENSION BUVABLE;STAPHYPEN;125 MG / 5 ML;POUDRE POUR SUSPENSION BUVABLE;FLACON DE 100 ML;FLUCLOXACILLINE;GSK;33,40;20,80;19,86;1
STAPHYPEN 250 MG / 5 ML FLACON DE 100 ML POUDRE POUR SUSPENSION BUVABLE;STAPHYPEN;250 MG / 5 ML;POUDRE POUR SUSPENSION BUVABLE;FLACON DE 100 ML;FLUCLOXACILLINE;GSK;65,80;41,10;39,16;1
STAPHYPEN 500 MG BOITE DE 12 GELULE;STAPHYPEN;500 MG;GELULE;BOITE DE 12;FLUCLOXACILLINE;GSK;68,30;42,60;38,02;12
STAPHYPEN 500 MG BOITE DE 24 GELULE;STAPHYPEN;500 MG;GELULE;BOITE DE 24;FLUCLOXACILLINE;GSK;125,40;78,20;69,79;24
STAPHYPEN 500 MG BOITE DE 1 INJECTABLE;STAPHYPEN;500 MG;INJECTABLE;BOITE DE 1;FLUCLOXACILLINE;GSK;12,30;7,70;7,32;1
SYNFLORIX 0 BOITE DE 1 FLACON DE 0,5 ML SUSPENSION INJECTABLE EN FLACON;SYNFLORIX;0;SUSPENSION INJECTABLE EN FLACON;BOITE DE 1 FLACON DE 0,5 ML;VACCIN PNEUMOCOCCIQUE OSIDIQUE CONJUGUE 10-VALENT;GSK;456,00;303,00;289,13;1
SYNFLORIX 0 BOITE DE 10 FLACONS DE 0,5 ML SUSPENSION INJECTABLE EN FLACON;SYNFLORIX;0;SUSPENSION INJECTABLE EN FLACON;BOITE DE 10 FLACONS DE 0,5 ML;VACCIN PNEUMOCOCCIQUE OSIDIQUE CONJUGUE 10-VALENT;GSK;2 963,00;2 638,00;2 512,93;10
SYNFLORIX 0 BOITE DE 1 SERINGUE DE 0,5 ML SUSPENSION INJECTABLE EN SERINGUE PRE-REMPLI;SYNFLORIX;0;SUSPENSION INJECTABLE EN SERINGUE PRE-REMPLI;BOITE DE 1 SERINGUE DE 0,5 ML;VACCIN PNEUMOCOCCIQUE OSIDIQUE CONJUGUE 10-VALENT;GSK;496,00;329,00;314,12;1
SYNFLORIX 0 BOITE DE 10 SERINGUES DE 0,5 ML SUSPENSION INJECTABLE EN SERINGUE PRE-REMPLI;SYNFLORIX;0;SUSPENSION INJECTABLE EN SERINGUE PRE-REMPLI;BOITE DE 10 SERINGUES DE 0,5 ML;VACCIN PNEUMOCOCCIQUE OSIDIQUE CONJUGUE 10-VALENT;GSK;2 759,00;2 428,00;2 313,07;10
SYNTHOL 0,936 G / 0,26 G / 0,26 G / 0,021 G / 0,105 G / 0,0026 G / 0,00 26 G FLACON DE 200 ML LIQUIDE;SYNTHOL;0,936 G / 0,26 G / 0,26 G / 0,021 G / 0,105 G / 0,0026 G / 0,00 26 G;LIQUIDE;FLACON DE 200 ML;HYDRATE DE CHLORAL // MENTHOL // VERATROLE // RESORCINOL // ACIDE SALICYLIQUE // HUILE ESSENTIELLE DE GERANIUM // HUILE ESSENTIELLE DE CEDRAT;GSK;16,60;10,40;9,26;1
TRACRIUM 25 MG / 2,5 ML BOITE DE 10 AMPOULES SOLUTION INJECTABLE;TRACRIUM;25 MG / 2,5 ML;SOLUTION INJECTABLE;BOITE DE 10 AMPOULES;ATRACURIUM (DIBESYLATE);ZENITH PHARMA;263,00;175,40;167,06;10
TRACRIUM 50 MG / 5 ML BOITE DE 10 AMPOULES SOLUTION INJECTABLE;TRACRIUM;50 MG / 5 ML;SOLUTION INJECTABLE;BOITE DE 10 AMPOULES;ATRACURIUM (DIBESYLATE);ZENITH PHARMA;330,00;219,00;209,24;10
TRITANRIX-HB 0 BOITE DE 1 FLACON MONODOSE VACCIN;TRITANRIX-HB;0;VACCIN;BOITE DE 1 FLACON MONODOSE;VACCIN CONTRE D, T COQUELUCHE ET HEPATITE B;GSK;114,70;71,70;68,29;1
TUSSIFED 0,025 G / 0,20 G FLACON DE 120 ML SOLUTION BUVABLE;TUSSIFED;0,025 G / 0,20 G;SOLUTION BUVABLE;FLACON DE 120 ML;TRIPROLIDINE (CHLORHYDRATE)  // DEXTROMETHORPHANE (BROMHYDRATE);GSK;34,10;21,30;19,00;1
TUSSIFED 2,5 MG / 30 MG BOITE DE 20 COMPRIME;TUSSIFED;2,5 MG / 30 MG;COMPRIME;BOITE DE 20;TRIPROLIDINE (CHLORHYDRATE)  // DEXTROMETHORPHANE (BROMHYDRATE);GSK;27,80;17,30;15,49;20
TWINRIX ADULTE 0 BOITE DE 1 SERINGUE PREREMPLIE VACCIN;TWINRIX ADULTE;0;VACCIN;BOITE DE 1 SERINGUE PREREMPLIE;VACCIN CONTRE HEPATITE A ET B;GSK;455,00;302,00;288,50;1
TWINRIX ENFANT 0 BOITE DE 1 SERINGUE PREREMPLIE VACCIN;TWINRIX ENFANT;0;VACCIN;BOITE DE 1 SERINGUE PREREMPLIE;VACCIN CONTRE HEPATITE A ET B;GSK;267,00;178,00;169,57;1
ULTIVA 1 MG BOITE DE 5 FL POUDRE POUR SOLUTION INJECTABLE;ULTIVA;1 MG;POUDRE POUR SOLUTION INJECTABLE;BOITE DE 5 FL;REMIFENTANIL;ZENITH PHARMA;267,00;167,10;159,14;5
ULTIVA 2 MG BOITE DE 5 FL POUDRE POUR SOLUTION INJECTABLE;ULTIVA;2 MG;POUDRE POUR SOLUTION INJECTABLE;BOITE DE 5 FL;REMIFENTANIL;ZENITH PHARMA;496,00;329,00;313,96;5
ULTIVA 5 MG BOITE DE 5 FL POUDRE POUR SOLUTION INJECTABLE;ULTIVA;5 MG;POUDRE POUR SOLUTION INJECTABLE;BOITE DE 5 FL;REMIFENTANIL;ZENITH PHARMA;999,00;719,00;685,36;5
VARILRIX 0 FLACON MONODOSE + BOITE DE 1 SERINGUE PREREMPLIE POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;VARILRIX;0;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;FLACON MONODOSE + BOITE DE 1 SERINGUE PREREMPLIE;VACCIN CONTRE VARICELLE;GSK;252,00;157,70;150,20;1
VENTOLINE 0,5 MG / ML BOITE DE 6 AMPOULES SOLUTION INJECTABLE;VENTOLINE;0,5 MG / ML;SOLUTION INJECTABLE;BOITE DE 6 AMPOULES;SALBUTAMOL SULFATE;GSK;25,10;15,70;14,94;6
VENTOLINE 100 ΜG / DOSE FLACON DE 200DOSES SUSPENSION POUR INHALATION EN FLACON PRESSURISE;VENTOLINE;100 µG / DOSE;SUSPENSION POUR INHALATION EN FLACON PRESSURISE;FLACON DE 200DOSES;SALBUTAMOL SULFATE;GSK;42,20;26,40;25,14;1
VENTOLINE 2 MG / 5 ML FLACON DE 150 ML SOLUTION BUVABLE;VENTOLINE;2 MG / 5 ML;SOLUTION BUVABLE;FLACON DE 150 ML;SALBUTAMOL SULFATE;GSK;27,30;17,10;16,28;1
VENTOLINE 2 MG BOITE DE 40 COMPRIME;VENTOLINE;2 MG;COMPRIME;BOITE DE 40;SALBUTAMOL SULFATE;GSK;18,70;11,70;11,12;40
VENTOLINE 50 MG / 10 ML FLACON DE 10ML SOLUTION POUR INHALATION PAR NEBULISEUR;VENTOLINE;50 MG / 10 ML;SOLUTION POUR INHALATION PAR NEBULISEUR;FLACON DE 10ML;SALBUTAMOL SULFATE;GSK;29,50;18,40;17,57;1
VENTOLINE NEBULES 5 MG / 2,5 ML BOITE DE 20 SOLUTION POUR INHALATION PAR NEBULISEUR EN RECIPIENT UNIDOSE;VENTOLINE NEBULES;5 MG / 2,5 ML;SOLUTION POUR INHALATION PAR NEBULISEUR EN RECIPIENT UNIDOSE;BOITE DE 20;SALBUTAMOL SULFATE;GSK;110,00;68,70;65,48;20
VENTOLINE NEBULES 1,25 MG / 2,5 ML BOITE DE 20 SOLUTION POUR INHALATION PAR NEBULISEUR EN RECIPIENT UNIDOSE;VENTOLINE NEBULES;1,25 MG / 2,5 ML;SOLUTION POUR INHALATION PAR NEBULISEUR EN RECIPIENT UNIDOSE;BOITE DE 20;SALBUTAMOL SULFATE;GSK;40,00;25,00;23,81;20
VENTOLINE NEBULES 2,5 MG / 2,5 ML BOITE DE 20 SOLUTION POUR INHALATION PAR NEBULISEUR EN RECIPIENT UNIDOSE;VENTOLINE NEBULES;2,5 MG / 2,5 ML;SOLUTION POUR INHALATION PAR NEBULISEUR EN RECIPIENT UNIDOSE;BOITE DE 20;SALBUTAMOL SULFATE;GSK;73,50;45,90;43,76;20
VOTRIENT 200 MG BOITE DE 90 COMPRIME PELLICULE;VOTRIENT;200 MG;COMPRIME PELLICULE;BOITE DE 90;PAZOPANIB (CHLORHYDRATE);GSK;9 478,00;9 300,00;8 900,64;90
VOTRIENT 400 MG BOITE DE 30 COMPRIME PELLICULE;VOTRIENT;400 MG;COMPRIME PELLICULE;BOITE DE 30;PAZOPANIB (CHLORHYDRATE);GSK;7 439,00;7 246,00;6 901,02;30
